EMPRESA,ORIGEM,DESTINO,ANO,MES,TARIFA_MEDIA,ASSENTOS,PASS_PAGOS,ROTA
AZU,CWB,FOR,2022,9,422.93,105,71,CWB-FOR
GLO,NAT,MCZ,2024,5,558.8,143,157,NAT-MCZ
AZU,PMW,GRU,2022,11,1287.4,115,66,PMW-GRU
GLO,JPA,FLN,2022,6,567.19,187,125,JPA-FLN
AZU,MAO,FOR,2024,8,327.7,136,182,MAO-FOR
GLO,NVT,MCZ,2023,5,361.4,151,159,NVT-MCZ
AZU,MCP,MCZ,2023,5,711.51,173,141,MCP-MCZ
AZU,MAO,BSB,2022,3,408.06,135,169,MAO-BSB
VBL,FOR,NAT,2024,5,246.57,154,81,FOR-NAT
TAM,FOR,VCP,2022,11,852.7,185,169,FOR-VCP
PAM,NVT,GYN,2023,11,554.15,186,98,NVT-GYN
VBL,MCP,NAT,2023,1,368.67,141,161,MCP-NAT
AZU,CWB,BSB,2022,8,423.31,110,126,CWB-BSB
GLO,NVT,BVB,2023,9,259.39,172,50,NVT-BVB
AZU,RBR,MCP,2022,5,1514.18,117,155,RBR-MCP
VBL,CGR,GYN,2023,3,561.27,147,120,CGR-GYN
GLO,SDU,RBR,2022,1,207.6,139,110,SDU-RBR
AZU,PVH,MCZ,2023,1,222.87,141,116,PVH-MCZ
TAM,GYN,PMW,2023,6,136.73,103,142,GYN-PMW
AZU,CGB,MCZ,2022,5,1119.35,179,103,CGB-MCZ
TAM,CWB,MCP,2024,1,1592.24,120,130,CWB-MCP
GLO,MCP,MCZ,2023,12,1399.98,139,98,MCP-MCZ
AZU,GIG,MCZ,2022,7,603.99,112,147,GIG-MCZ
TAM,CGB,CNF,2023,6,352.42,180,57,CGB-CNF
GLO,NVT,MCP,2023,4,363.03,190,122,NVT-MCP
AZU,AJU,MCP,2024,11,857.47,171,82,AJU-MCP
TAM,MAO,GIG,2024,1,670.28,123,133,MAO-GIG
GLO,PMW,GYN,2022,8,581.28,108,94,PMW-GYN
AZU,CGR,GIG,2023,4,410.72,168,164,CGR-GIG
GLO,POA,CWB,2023,12,516.79,167,98,POA-CWB
AZU,RBR,MCP,2022,3,353.67,169,83,RBR-MCP
GLO,CNF,CWB,2023,2,374.85,166,173,CNF-CWB
GLO,SSA,SLZ,2024,3,488.19,168,51,SSA-SLZ
GLO,JPA,POA,2023,12,621.74,128,69,JPA-POA
AZU,GRU,CNF,2022,7,701.19,132,51,GRU-CNF
VBL,MCZ,PVH,2022,4,350.93,128,120,MCZ-PVH
GLO,RBR,BVB,2024,5,1638.0,112,117,RBR-BVB
GLO,PVH,CNF,2024,4,343.34,189,183,PVH-CNF
GLO,PMW,CWB,2022,3,296.07,181,104,PMW-CWB
AZU,REC,CGR,2024,2,370.11,178,114,REC-CGR
AZU,CWB,PMW,2023,12,322.85,153,171,CWB-PMW
AZU,VCP,NAT,2024,7,927.88,119,157,VCP-NAT
TAM,BVB,BVB,2022,3,658.98,120,145,BVB-BVB
TAM,CWB,THE,2024,4,701.02,116,153,CWB-THE
GLO,CGB,MAO,2022,12,682.66,134,58,CGB-MAO
AZU,REC,CGH,2023,8,369.45,161,99,REC-CGH
AZU,THE,CNF,2024,2,854.0,109,161,THE-CNF
TAM,CGR,CNF,2022,7,260.41,135,74,CGR-CNF
GLO,NVT,THE,2022,7,581.94,160,142,NVT-THE
VBL,CGH,AJU,2022,5,203.86,127,58,CGH-AJU
AZU,AJU,MCZ,2024,11,568.04,131,176,AJU-MCZ
TAM,NVT,GRU,2022,7,512.35,100,128,NVT-GRU
AZU,SDU,CNF,2024,10,510.42,196,51,SDU-CNF
GLO,MAO,CNF,2024,10,364.87,123,78,MAO-CNF
GLO,SDU,REC,2024,4,1338.47,129,140,SDU-REC
GLO,MCP,SLZ,2024,6,369.78,172,65,MCP-SLZ
GLO,BSB,CGR,2023,10,427.99,112,151,BSB-CGR
AZU,SLZ,CGB,2024,6,420.06,168,120,SLZ-CGB
TAM,GIG,REC,2022,6,357.68,138,78,GIG-REC
TAM,AJU,CGR,2022,12,316.32,120,126,AJU-CGR
AZU,FOR,GRU,2022,10,481.14,175,135,FOR-GRU
TAM,CGH,GRU,2022,6,737.71,151,54,CGH-GRU
PAM,POA,MCP,2024,5,458.6,196,57,POA-MCP
TAM,PMW,POA,2022,3,372.79,155,54,PMW-POA
GLO,GRU,JPA,2024,7,607.34,196,172,GRU-JPA
GLO,CNF,SDU,2024,10,490.25,120,76,CNF-SDU
AZU,PMW,POA,2024,1,430.93,150,57,PMW-POA
PAM,CWB,FLN,2023,6,595.7,184,185,CWB-FLN
TAM,BVB,CWB,2024,9,219.69,165,169,BVB-CWB
GLO,THE,GRU,2024,12,282.27,116,96,THE-GRU
TAM,VCP,SLZ,2023,3,289.53,124,51,VCP-SLZ
AZU,POA,JPA,2022,8,134.92,129,148,POA-JPA
GLO,NVT,MCP,2024,11,370.98,196,62,NVT-MCP
GLO,JPA,CGH,2022,8,279.16,180,64,JPA-CGH
TAM,THE,MCP,2023,1,450.84,159,143,THE-MCP
TAM,MAO,SLZ,2024,10,680.4,125,127,MAO-SLZ
PAM,REC,REC,2024,1,1339.16,120,166,REC-REC
TAM,REC,CWB,2023,5,573.01,159,105,REC-CWB
TAM,PMW,RBR,2022,12,505.3,192,64,PMW-RBR
GLO,FLN,GIG,2023,9,625.45,127,165,FLN-GIG
TAM,MCP,AJU,2022,7,174.75,164,180,MCP-AJU
TAM,GYN,MAO,2023,11,616.11,125,147,GYN-MAO
GLO,MAO,VCP,2024,8,258.13,133,124,MAO-VCP
GLO,SLZ,MCZ,2024,4,348.69,164,56,SLZ-MCZ
GLO,CGB,THE,2024,11,1455.78,158,80,CGB-THE
GLO,FOR,GYN,2022,3,402.66,152,105,FOR-GYN
TAM,BEL,CNF,2024,3,984.29,196,84,BEL-CNF
GLO,MAO,REC,2024,3,544.65,169,91,MAO-REC
TAM,CGR,MAO,2024,10,702.86,139,117,CGR-MAO
GLO,THE,BSB,2022,3,624.03,128,128,THE-BSB
VBL,FOR,GYN,2023,2,199.03,131,92,FOR-GYN
VBL,PMW,THE,2024,6,641.34,143,161,PMW-THE
GLO,SDU,GYN,2023,1,449.78,157,59,SDU-GYN
AZU,SLZ,AJU,2023,11,263.33,145,144,SLZ-AJU
VBL,CNF,GYN,2024,6,304.66,164,183,CNF-GYN
TAM,AJU,FOR,2023,11,731.95,108,94,AJU-FOR
TAM,SSA,BSB,2022,3,450.06,111,133,SSA-BSB
AZU,BEL,POA,2022,7,276.99,169,100,BEL-POA
AZU,BVB,SDU,2022,3,511.64,198,76,BVB-SDU
TAM,NAT,BVB,2023,9,592.55,152,103,NAT-BVB
PAM,BSB,GYN,2023,12,597.59,108,144,BSB-GYN
GLO,FLN,JPA,2023,3,618.95,127,144,FLN-JPA
GLO,CGB,CGB,2022,4,351.25,133,55,CGB-CGB
GLO,NVT,FOR,2023,6,367.21,109,65,NVT-FOR
TAM,CGB,CGB,2023,1,2707.74,143,162,CGB-CGB
TAM,FOR,NAT,2024,12,770.7,117,109,FOR-NAT
VBL,BSB,POA,2023,11,1371.8,141,156,BSB-POA
VBL,BVB,AJU,2022,3,209.49,181,71,BVB-AJU
AZU,NAT,BSB,2024,7,223.06,171,185,NAT-BSB
TAM,REC,PMW,2023,6,367.35,173,133,REC-PMW
GLO,SDU,FLN,2022,7,220.75,122,189,SDU-FLN
AZU,CGR,THE,2024,3,303.93,142,156,CGR-THE
TAM,BSB,PMW,2023,8,766.88,153,101,BSB-PMW
TAM,CGR,BEL,2024,11,894.11,109,142,CGR-BEL
GLO,FLN,PMW,2023,5,956.61,125,181,FLN-PMW
GLO,RBR,GIG,2024,9,353.2,195,117,RBR-GIG
GLO,RBR,CGH,2023,4,162.48,100,81,RBR-CGH
GLO,VCP,CWB,2023,6,566.17,143,183,VCP-CWB
GLO,PMW,FLN,2024,12,908.95,143,138,PMW-FLN
TAM,GIG,FLN,2023,4,236.41,132,106,GIG-FLN
GLO,MCZ,BEL,2022,12,261.1,185,152,MCZ-BEL
AZU,RBR,BEL,2022,11,721.41,111,68,RBR-BEL
GLO,FOR,VCP,2024,2,751.37,107,189,FOR-VCP
AZU,CGB,CNF,2022,4,589.15,155,74,CGB-CNF
TAM,NVT,VCP,2023,9,275.42,146,105,NVT-VCP
TAM,NAT,SDU,2024,7,326.33,125,152,NAT-SDU
AZU,FOR,NAT,2024,3,347.31,176,97,FOR-NAT
TAM,CGB,POA,2022,8,668.15,165,141,CGB-POA
TAM,SLZ,MAO,2022,4,268.69,192,126,SLZ-MAO
GLO,CWB,RBR,2022,11,327.46,105,87,CWB-RBR
GLO,CWB,POA,2023,8,293.73,144,162,CWB-POA
GLO,PMW,MCZ,2024,7,1417.97,120,114,PMW-MCZ
TAM,CWB,MAO,2022,3,219.8,139,74,CWB-MAO
GLO,CWB,SSA,2024,8,184.93,114,82,CWB-SSA
AZU,VCP,POA,2023,5,448.63,199,125,VCP-POA
AZU,PVH,SLZ,2023,2,384.05,180,110,PVH-SLZ
TAM,CGB,MAO,2022,1,236.5,117,159,CGB-MAO
GLO,CWB,MCZ,2023,7,221.27,185,98,CWB-MCZ
AZU,BSB,MCZ,2023,9,211.38,185,163,BSB-MCZ
GLO,SDU,BVB,2022,11,228.15,140,163,SDU-BVB
GLO,JPA,FOR,2023,5,754.12,104,72,JPA-FOR
PAM,NAT,MCZ,2024,1,805.98,143,147,NAT-MCZ
GLO,BVB,MCP,2022,11,249.69,122,155,BVB-MCP
GLO,NAT,SSA,2024,1,161.29,149,75,NAT-SSA
GLO,CGH,NVT,2022,10,400.75,134,73,CGH-NVT
TAM,BEL,FLN,2023,6,579.94,163,122,BEL-FLN
TAM,AJU,THE,2024,4,1854.47,157,102,AJU-THE
TAM,FOR,JPA,2023,12,496.18,134,153,FOR-JPA
VBL,POA,CGH,2023,6,219.14,198,89,POA-CGH
GLO,NAT,SDU,2024,7,529.04,124,128,NAT-SDU
AZU,SLZ,RBR,2022,5,736.71,187,153,SLZ-RBR
GLO,FOR,AJU,2023,6,406.56,191,85,FOR-AJU
GLO,MAO,THE,2024,12,344.89,151,70,MAO-THE
VBL,SSA,JPA,2022,7,395.82,147,133,SSA-JPA
GLO,PMW,MCZ,2023,1,452.82,110,179,PMW-MCZ
GLO,REC,GRU,2024,7,503.95,174,188,REC-GRU
VBL,REC,AJU,2024,9,788.19,136,123,REC-AJU
AZU,SSA,BEL,2023,9,430.56,126,162,SSA-BEL
VBL,CGH,PMW,2023,6,356.96,187,98,CGH-PMW
VBL,THE,CWB,2022,12,541.38,183,118,THE-CWB
GLO,CWB,MAO,2023,3,880.81,122,58,CWB-MAO
VBL,VCP,AJU,2023,1,1037.95,121,81,VCP-AJU
VBL,GRU,CWB,2023,6,423.87,113,126,GRU-CWB
GLO,RBR,NAT,2023,7,337.98,160,63,RBR-NAT
GLO,RBR,SSA,2022,2,690.12,146,67,RBR-SSA
TAM,AJU,FOR,2022,11,572.48,194,68,AJU-FOR
PAM,GRU,CGR,2023,9,988.91,124,174,GRU-CGR
TAM,GRU,PVH,2022,4,441.9,131,70,GRU-PVH
TAM,BVB,MCZ,2023,4,344.11,177,160,BVB-MCZ
GLO,PMW,CWB,2022,4,382.21,111,143,PMW-CWB
GLO,GIG,SSA,2022,10,651.64,154,157,GIG-SSA
TAM,CGB,CWB,2024,10,989.41,130,61,CGB-CWB
TAM,CGR,BVB,2023,4,281.79,138,165,CGR-BVB
AZU,CGH,FLN,2023,6,431.52,173,116,CGH-FLN
TAM,PMW,FLN,2022,10,453.35,196,150,PMW-FLN
GLO,BSB,GYN,2024,9,560.43,112,93,BSB-GYN
AZU,FLN,NAT,2024,10,720.63,147,77,FLN-NAT
TAM,BEL,CGB,2022,8,647.74,155,87,BEL-CGB
GLO,GIG,POA,2023,10,259.63,135,110,GIG-POA
TAM,SLZ,PMW,2024,7,439.55,154,111,SLZ-PMW
TAM,BSB,SSA,2022,1,633.62,160,134,BSB-SSA
AZU,MCP,REC,2024,8,491.18,149,152,MCP-REC
GLO,PVH,GRU,2023,6,223.45,184,70,PVH-GRU
TAM,CGR,MCP,2024,10,541.49,173,76,CGR-MCP
GLO,GIG,BSB,2023,2,456.86,162,134,GIG-BSB
TAM,NVT,CGH,2022,5,246.97,128,96,NVT-CGH
TAM,MCP,GYN,2023,2,329.88,104,180,MCP-GYN
TAM,PMW,CWB,2024,9,352.7,189,52,PMW-CWB
AZU,BEL,BEL,2022,1,387.09,189,140,BEL-BEL
AZU,BVB,AJU,2023,7,1996.17,125,136,BVB-AJU
AZU,AJU,PMW,2023,3,621.65,146,134,AJU-PMW
AZU,GYN,NVT,2024,12,330.01,137,76,GYN-NVT
AZU,BSB,BVB,2022,4,556.35,185,160,BSB-BVB
GLO,CGH,SSA,2024,6,282.96,162,113,CGH-SSA
GLO,PMW,CNF,2023,5,323.1,123,113,PMW-CNF
GLO,POA,JPA,2022,10,337.61,119,127,POA-JPA
GLO,GYN,THE,2022,10,531.61,101,70,GYN-THE
AZU,CGH,GRU,2023,9,2764.11,198,184,CGH-GRU
PAM,JPA,MCP,2022,12,256.15,181,85,JPA-MCP
VBL,FOR,CGR,2022,9,588.48,178,79,FOR-CGR
TAM,MCP,VCP,2023,5,309.95,170,127,MCP-VCP
AZU,REC,VCP,2024,2,391.42,141,172,REC-VCP
GLO,THE,REC,2023,4,1395.08,145,76,THE-REC
GLO,VCP,BEL,2024,8,375.53,185,129,VCP-BEL
TAM,MAO,NAT,2023,10,385.52,118,153,MAO-NAT
TAM,REC,SLZ,2022,6,275.51,180,69,REC-SLZ
GLO,CWB,SLZ,2023,9,287.1,135,167,CWB-SLZ
GLO,GIG,THE,2024,8,1018.47,136,157,GIG-THE
GLO,NAT,GYN,2023,9,402.98,115,183,NAT-GYN
AZU,SLZ,NAT,2022,3,744.77,124,94,SLZ-NAT
GLO,MCP,CNF,2024,11,178.66,150,108,MCP-CNF
TAM,CNF,PMW,2024,2,260.78,139,101,CNF-PMW
VBL,GYN,AJU,2024,2,482.5,150,151,GYN-AJU
GLO,GYN,SSA,2022,8,356.43,187,104,GYN-SSA
GLO,PVH,POA,2024,9,1299.98,140,115,PVH-POA
TAM,NVT,GYN,2024,3,439.3,172,150,NVT-GYN
GLO,GYN,CWB,2022,9,219.84,186,95,GYN-CWB
GLO,GYN,PMW,2023,10,901.34,134,139,GYN-PMW
GLO,SLZ,BEL,2024,7,212.97,140,173,SLZ-BEL
AZU,SLZ,SSA,2023,9,395.11,122,140,SLZ-SSA
GLO,BVB,GYN,2024,2,1033.01,197,56,BVB-GYN
AZU,CGR,GRU,2023,8,992.55,187,120,CGR-GRU
TAM,NAT,GRU,2023,2,522.6,147,65,NAT-GRU
GLO,CNF,CGB,2022,6,248.12,193,140,CNF-CGB
GLO,GRU,CGH,2022,6,1077.02,195,78,GRU-CGH
TAM,CGR,BVB,2022,4,406.75,130,84,CGR-BVB
GLO,FOR,GIG,2024,4,142.25,138,125,FOR-GIG
GLO,POA,SLZ,2023,12,127.47,109,146,POA-SLZ
GLO,SDU,CNF,2024,5,168.94,167,66,SDU-CNF
GLO,CWB,SDU,2023,8,242.4,107,79,CWB-SDU
GLO,THE,FLN,2022,9,524.75,159,76,THE-FLN
TAM,GYN,CGH,2024,2,739.84,158,67,GYN-CGH
GLO,MAO,CGR,2024,7,691.3,108,176,MAO-CGR
GLO,REC,RBR,2024,1,267.94,127,124,REC-RBR
GLO,PVH,NVT,2023,6,547.24,135,102,PVH-NVT
GLO,BEL,BSB,2022,4,345.7,195,77,BEL-BSB
TAM,PVH,CNF,2022,1,514.27,156,52,PVH-CNF
TAM,BEL,BVB,2022,8,503.2,194,90,BEL-BVB
GLO,PVH,SSA,2024,4,701.57,154,141,PVH-SSA
TAM,RBR,CGH,2024,12,400.06,164,173,RBR-CGH
GLO,RBR,JPA,2023,6,645.2,118,182,RBR-JPA
GLO,POA,JPA,2022,4,324.76,195,123,POA-JPA
GLO,CGB,MAO,2024,12,205.83,144,119,CGB-MAO
PAM,VCP,BSB,2024,8,747.97,156,76,VCP-BSB
AZU,CGB,CGB,2022,9,597.6,115,98,CGB-CGB
TAM,CNF,VCP,2024,3,277.42,145,84,CNF-VCP
AZU,GYN,CGH,2023,9,327.76,174,178,GYN-CGH
AZU,GRU,CGB,2023,7,484.57,119,62,GRU-CGB
AZU,MAO,GRU,2022,11,879.72,183,172,MAO-GRU
TAM,NAT,CNF,2024,2,208.05,104,60,NAT-CNF
TAM,SLZ,VCP,2024,8,484.42,196,168,SLZ-VCP
GLO,CGH,MCP,2022,7,383.45,181,64,CGH-MCP
TAM,NVT,CGR,2024,2,996.24,148,133,NVT-CGR
TAM,CGH,REC,2023,2,809.31,195,104,CGH-REC
AZU,FLN,MCZ,2022,8,743.86,141,61,FLN-MCZ
AZU,PVH,CGH,2023,5,422.6,153,113,PVH-CGH
GLO,FOR,MCZ,2022,6,757.6,198,69,FOR-MCZ
AZU,GYN,GIG,2022,12,215.9,198,170,GYN-GIG
AZU,CGR,THE,2022,12,394.57,107,167,CGR-THE
GLO,BEL,AJU,2022,12,326.15,103,120,BEL-AJU
PAM,FOR,PVH,2023,8,446.16,117,113,FOR-PVH
GLO,MAO,POA,2022,4,675.27,155,121,MAO-POA
AZU,SLZ,CGH,2023,4,514.99,182,76,SLZ-CGH
GLO,THE,MAO,2022,6,135.29,145,165,THE-MAO
GLO,REC,GIG,2024,5,870.42,164,54,REC-GIG
GLO,MCZ,BEL,2022,8,485.15,182,79,MCZ-BEL
TAM,CNF,THE,2022,2,809.12,199,146,CNF-THE
GLO,GIG,BSB,2024,9,610.66,154,181,GIG-BSB
GLO,BEL,PVH,2023,10,458.74,155,133,BEL-PVH
GLO,BEL,FLN,2022,5,581.34,188,158,BEL-FLN
AZU,BEL,PMW,2023,1,341.8,109,107,BEL-PMW
TAM,MCZ,BEL,2022,2,494.14,122,185,MCZ-BEL
AZU,GYN,BVB,2022,1,282.72,191,174,GYN-BVB
GLO,VCP,THE,2023,1,570.62,165,118,VCP-THE
GLO,CWB,FLN,2024,4,522.22,183,189,CWB-FLN
GLO,NAT,BSB,2022,3,522.94,135,143,NAT-BSB
TAM,MAO,NAT,2023,11,891.66,183,175,MAO-NAT
GLO,CWB,SSA,2024,12,296.43,132,173,CWB-SSA
AZU,REC,PMW,2023,5,251.66,172,60,REC-PMW
TAM,AJU,CGR,2024,9,325.59,119,167,AJU-CGR
AZU,PVH,GIG,2023,8,225.45,112,78,PVH-GIG
GLO,THE,SDU,2023,11,365.2,152,59,THE-SDU
TAM,BEL,BSB,2022,12,317.5,121,135,BEL-BSB
TAM,GYN,CGH,2024,11,1182.34,127,102,GYN-CGH
VBL,CGH,NAT,2024,12,939.48,104,59,CGH-NAT
TAM,GYN,MAO,2022,1,335.97,148,120,GYN-MAO
GLO,GIG,SSA,2024,8,1455.81,184,64,GIG-SSA
GLO,CWB,BSB,2022,9,386.96,141,121,CWB-BSB
VBL,RBR,GYN,2023,1,206.68,138,169,RBR-GYN
PAM,VCP,MCP,2022,11,530.78,122,69,VCP-MCP
TAM,NAT,NVT,2023,5,480.54,137,172,NAT-NVT
GLO,CGB,SDU,2024,2,198.03,113,113,CGB-SDU
TAM,THE,GRU,2022,11,427.75,163,175,THE-GRU
GLO,POA,CGB,2022,1,517.8,183,181,POA-CGB
GLO,GIG,SLZ,2023,8,440.17,190,180,GIG-SLZ
TAM,SDU,MCP,2023,10,467.44,149,86,SDU-MCP
TAM,BSB,CGR,2023,4,441.78,118,153,BSB-CGR
AZU,RBR,MAO,2022,9,356.99,194,161,RBR-MAO
GLO,CNF,JPA,2023,6,373.19,169,73,CNF-JPA
AZU,CGR,BVB,2024,3,497.32,153,94,CGR-BVB
TAM,BSB,SLZ,2024,5,729.87,183,59,BSB-SLZ
TAM,SLZ,CGH,2023,3,513.9,166,161,SLZ-CGH
TAM,GIG,FLN,2024,4,768.62,150,175,GIG-FLN
VBL,CWB,PVH,2022,1,1086.14,142,118,CWB-PVH
GLO,BSB,PMW,2022,3,685.27,146,147,BSB-PMW
VBL,BEL,PVH,2023,11,409.65,176,152,BEL-PVH
GLO,FOR,CGB,2023,1,414.28,140,65,FOR-CGB
GLO,NAT,CNF,2024,8,212.68,179,72,NAT-CNF
AZU,CGH,GYN,2023,1,474.05,173,119,CGH-GYN
GLO,MCZ,BEL,2024,10,544.82,191,187,MCZ-BEL
GLO,CGH,FOR,2022,3,292.21,156,187,CGH-FOR
GLO,AJU,FLN,2024,3,293.7,151,91,AJU-FLN
GLO,THE,BEL,2022,6,109.16,188,64,THE-BEL
GLO,GIG,MCZ,2022,6,612.02,182,101,GIG-MCZ
TAM,POA,GRU,2023,6,296.4,196,144,POA-GRU
GLO,CGH,VCP,2023,11,1389.52,164,112,CGH-VCP
AZU,BSB,GRU,2023,3,332.14,125,141,BSB-GRU
GLO,GRU,JPA,2023,1,182.07,167,120,GRU-JPA
AZU,PVH,FLN,2022,1,850.68,144,86,PVH-FLN
AZU,BVB,FLN,2023,9,424.26,115,132,BVB-FLN
GLO,THE,PMW,2022,3,125.42,171,154,THE-PMW
TAM,PMW,BEL,2024,7,480.81,119,108,PMW-BEL
TAM,BSB,BSB,2023,10,570.95,130,113,BSB-BSB
GLO,MCZ,CGR,2023,11,1193.64,149,57,MCZ-CGR
GLO,RBR,CWB,2022,4,907.61,171,133,RBR-CWB
AZU,POA,SSA,2023,8,441.51,140,188,POA-SSA
TAM,BVB,CWB,2024,10,267.09,102,157,BVB-CWB
GLO,PMW,CGH,2022,9,383.57,160,79,PMW-CGH
AZU,NAT,MCZ,2023,11,1215.01,131,121,NAT-MCZ
GLO,JPA,BSB,2024,4,632.5,182,152,JPA-BSB
TAM,VCP,GRU,2024,12,746.28,198,112,VCP-GRU
AZU,SSA,CGR,2023,5,820.57,191,65,SSA-CGR
TAM,PMW,JPA,2024,7,187.08,197,81,PMW-JPA
AZU,RBR,MCP,2024,12,362.97,125,143,RBR-MCP
GLO,GRU,MCZ,2023,1,412.79,128,183,GRU-MCZ
TAM,SDU,GRU,2024,12,338.4,110,166,SDU-GRU
TAM,RBR,REC,2023,12,680.11,146,184,RBR-REC
GLO,CWB,CGB,2023,8,315.35,181,107,CWB-CGB
TAM,JPA,CWB,2022,7,1472.69,192,158,JPA-CWB
GLO,PMW,JPA,2022,5,332.29,111,108,PMW-JPA
GLO,THE,PVH,2023,7,252.93,178,158,THE-PVH
GLO,CGR,BEL,2024,11,1374.8,132,57,CGR-BEL
TAM,REC,GYN,2023,12,486.34,161,156,REC-GYN
VBL,JPA,MCZ,2022,3,990.3,130,176,JPA-MCZ
GLO,AJU,CGB,2024,2,198.3,198,68,AJU-CGB
TAM,MCZ,GYN,2024,2,333.39,149,167,MCZ-GYN
GLO,CGB,MCZ,2022,5,594.32,106,124,CGB-MCZ
GLO,VCP,THE,2022,9,839.92,130,168,VCP-THE
TAM,MCP,MAO,2024,10,604.72,162,69,MCP-MAO
TAM,VCP,MCP,2022,3,260.46,178,183,VCP-MCP
TAM,THE,SSA,2024,7,453.81,120,135,THE-SSA
AZU,MAO,MCZ,2023,8,661.34,192,162,MAO-MCZ
PAM,JPA,CGR,2023,12,939.63,155,122,JPA-CGR
TAM,SSA,SDU,2022,5,363.42,184,66,SSA-SDU
TAM,SDU,GIG,2023,9,1012.48,180,148,SDU-GIG
AZU,NVT,MCZ,2022,10,495.73,152,151,NVT-MCZ
GLO,FLN,POA,2024,3,653.92,176,151,FLN-POA
PAM,CWB,BVB,2023,3,720.39,104,78,CWB-BVB
AZU,GYN,CWB,2023,1,669.99,180,56,GYN-CWB
GLO,NVT,SDU,2024,1,220.92,134,105,NVT-SDU
TAM,CGB,MAO,2024,8,544.22,116,53,CGB-MAO
AZU,CWB,REC,2024,4,384.72,128,72,CWB-REC
AZU,BEL,CNF,2022,6,655.54,153,50,BEL-CNF
TAM,NAT,FLN,2023,6,912.92,115,152,NAT-FLN
PAM,NVT,CGB,2024,6,299.1,111,61,NVT-CGB
VBL,CWB,PVH,2023,4,798.06,107,173,CWB-PVH
GLO,CGH,PMW,2024,8,962.35,114,65,CGH-PMW
TAM,CGB,BVB,2023,10,478.53,173,149,CGB-BVB
AZU,MAO,PMW,2022,5,324.84,171,76,MAO-PMW
AZU,RBR,MCP,2023,1,219.77,108,84,RBR-MCP
TAM,NAT,MAO,2024,2,586.34,149,70,NAT-MAO
GLO,MCZ,POA,2023,10,233.02,143,80,MCZ-POA
AZU,THE,REC,2024,11,318.55,183,102,THE-REC
VBL,FLN,GRU,2024,10,339.4,156,68,FLN-GRU
TAM,BSB,BEL,2023,11,755.85,144,170,BSB-BEL
AZU,GRU,POA,2024,9,558.1,183,171,GRU-POA
TAM,FOR,GYN,2023,3,676.21,102,65,FOR-GYN
TAM,VCP,SLZ,2023,3,392.45,163,186,VCP-SLZ
GLO,GIG,NAT,2024,10,443.62,145,103,GIG-NAT
TAM,GYN,CGR,2023,11,673.83,166,81,GYN-CGR
TAM,CGH,JPA,2023,7,267.03,193,107,CGH-JPA
TAM,GIG,BSB,2022,8,742.29,149,120,GIG-BSB
AZU,MCP,RBR,2023,5,167.22,135,100,MCP-RBR
TAM,FOR,CNF,2022,8,558.98,187,71,FOR-CNF
AZU,CWB,NVT,2022,1,199.84,152,76,CWB-NVT
AZU,CGR,NVT,2024,5,214.2,199,98,CGR-NVT
TAM,GIG,CGH,2022,8,396.76,104,187,GIG-CGH
TAM,GYN,MAO,2024,6,390.73,193,141,GYN-MAO
AZU,JPA,NVT,2024,11,522.65,182,176,JPA-NVT
TAM,FLN,PVH,2024,10,645.67,159,89,FLN-PVH
GLO,VCP,THE,2022,6,660.41,117,53,VCP-THE
TAM,FLN,CGB,2023,4,401.25,109,59,FLN-CGB
AZU,POA,SSA,2024,11,425.94,138,67,POA-SSA
TAM,JPA,GIG,2024,5,1407.23,182,64,JPA-GIG
TAM,GRU,SLZ,2023,5,550.62,114,75,GRU-SLZ
TAM,CGB,JPA,2023,8,748.07,125,87,CGB-JPA
AZU,FLN,MAO,2023,2,1440.83,144,54,FLN-MAO
GLO,GRU,BVB,2022,11,302.95,163,104,GRU-BVB
GLO,MCP,CWB,2024,6,2651.07,129,99,MCP-CWB
TAM,GIG,GYN,2023,8,191.67,182,118,GIG-GYN
GLO,SSA,BVB,2022,3,666.81,154,162,SSA-BVB
GLO,CGH,PMW,2022,11,404.93,103,130,CGH-PMW
GLO,PVH,SDU,2023,5,348.28,141,75,PVH-SDU
GLO,SSA,PMW,2023,2,696.91,187,181,SSA-PMW
TAM,GYN,MCZ,2022,7,538.14,180,183,GYN-MCZ
GLO,PMW,FLN,2022,4,311.73,179,55,PMW-FLN
TAM,MCZ,CGB,2024,11,184.43,114,70,MCZ-CGB
TAM,SSA,THE,2022,6,683.81,147,97,SSA-THE
GLO,FOR,GRU,2024,10,561.24,135,148,FOR-GRU
TAM,POA,SDU,2023,2,544.87,120,86,POA-SDU
GLO,CGB,PVH,2024,1,769.53,115,51,CGB-PVH
AZU,REC,BEL,2022,11,313.41,114,119,REC-BEL
TAM,POA,MCP,2023,2,481.83,138,59,POA-MCP
TAM,CNF,NVT,2024,7,309.68,137,54,CNF-NVT
TAM,MCZ,PMW,2023,4,314.73,107,152,MCZ-PMW
AZU,THE,CNF,2023,5,369.76,119,85,THE-CNF
GLO,BEL,AJU,2022,12,248.96,195,180,BEL-AJU
TAM,NVT,BVB,2024,4,221.89,104,61,NVT-BVB
GLO,REC,FLN,2024,4,455.72,124,160,REC-FLN
TAM,VCP,MAO,2023,3,402.83,108,53,VCP-MAO
VBL,MCZ,CWB,2023,7,434.18,174,67,MCZ-CWB
TAM,MCZ,PMW,2024,2,375.92,103,64,MCZ-PMW
